transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T100470,2023-08-14T03:38:21.797737,ACC687324,ACC575976,1383.65,deposit,online,New York,atm,False,,,0.57,4,0.68,UPI,238.253.185.22,D4767293
T100471,2023-01-18T16:24:37.122188,ACC658272,ACC570665,33.29,transfer,retail,Dubai,web,False,,,-0.85,3,0.88,wire_transfer,12.115.216.38,D5194038
T100472,2023-03-14T06:38:27.322263,ACC425903,ACC165896,348.05,deposit,retail,Singapore,pos,False,,,-1.17,11,0.84,card,126.55.242.122,D6717708
T100473,2023-11-01T06:51:12.275720,ACC644918,ACC932685,347.73,withdrawal,travel,Singapore,mobile,False,,,-0.77,19,0.12,UPI,31.17.193.160,D2090992
T100474,2023-10-13T16:58:51.816885,ACC941363,ACC563385,1024.26,deposit,grocery,Dubai,mobile,False,,,-0.56,10,0.85,card,205.49.210.119,D1177948
T100475,2023-06-16T01:52:57.076448,ACC933790,ACC548901,706.02,deposit,restaurant,New York,pos,False,,,-1.15,19,0.19,wire_transfer,52.6.34.99,D3113620
T100476,2023-08-21T23:18:22.767544,ACC472654,ACC541457,11.5,payment,other,Tokyo,web,False,,,0.1,10,0.58,ACH,183.159.74.75,D8877301
T100477,2023-04-24T01:59:16.335063,ACC405202,ACC486746,744.49,deposit,entertainment,New York,web,False,,,-0.34,14,0.34,card,102.103.35.174,D4176859
T100478,2023-09-02T16:27:17.342889,ACC825447,ACC590106,13.1,transfer,restaurant,Sydney,pos,False,,,0.58,2,0.5,wire_transfer,1.114.117.238,D4575870
T100479,2023-03-30T04:48:24.441494,ACC905671,ACC954225,17.16,transfer,online,Berlin,pos,False,,,0.94,1,0.36,ACH,37.183.15.58,D3389108
T100480,2023-04-17T07:26:51.528521,ACC762002,ACC714136,18.72,transfer,retail,New York,web,False,,,-0.15,9,0.72,ACH,173.125.91.100,D1360576
T100481,2023-03-06T14:26:17.653017,ACC206105,ACC122013,307.55,withdrawal,online,London,atm,False,,,0.69,10,0.46,ACH,189.190.87.222,D2096852
T100482,2023-02-13T10:00:05.327973,ACC933511,ACC298853,352.26,withdrawal,online,Toronto,atm,False,,,0.74,2,0.76,UPI,96.150.76.167,D5146852
T100483,2023-01-20T18:32:55.037797,ACC232601,ACC992865,131.49,payment,utilities,London,pos,False,,,-0.11,6,0.51,card,191.255.237.91,D6399296
T100484,2023-09-18T17:23:06.038675,ACC828246,ACC606773,160.02,payment,other,Sydney,pos,False,,,0.56,15,0.86,card,202.111.156.217,D7326402
T100485,2023-07-29T00:12:16.516817,ACC366893,ACC677295,1113.95,deposit,entertainment,London,atm,False,,,2.05,17,0.35,UPI,21.238.172.218,D8569061
T100486,2023-06-21T04:44:47.980827,ACC485364,ACC943584,41.28,payment,restaurant,Sydney,pos,False,,,0.31,3,0.36,card,42.150.40.141,D4820869
T100487,2023-02-06T00:03:49.683535,ACC477735,ACC140140,472.88,withdrawal,restaurant,Berlin,atm,False,,,0.66,10,0.75,wire_transfer,140.97.70.133,D1143174
T100488,2023-10-09T10:51:59.600685,ACC962253,ACC463470,48.15,payment,online,New York,pos,False,,,0.48,7,0.47,ACH,239.236.174.43,D6252524
T100489,2023-11-06T06:13:21.395064,ACC907540,ACC831844,15.51,payment,utilities,Singapore,pos,False,,,-0.54,12,0.14,card,65.156.4.255,D6950248
T100490,2023-05-05T13:50:34.219103,ACC546399,ACC819074,77.93,payment,grocery,Toronto,mobile,False,,,0.51,11,0.57,card,200.195.104.200,D2068863
T100491,2023-07-15T08:08:14.954713,ACC597840,ACC213915,31.12,transfer,other,Sydney,mobile,False,,,-0.27,4,0.67,ACH,90.16.250.13,D4132173
T100492,2023-03-15T03:13:44.102946,ACC397604,ACC315893,74.91,withdrawal,grocery,London,pos,False,,,-0.1,11,0.86,card,210.200.80.56,D3166570
T100493,2023-07-16T10:19:42.414114,ACC879241,ACC172103,173.94,payment,utilities,Tokyo,web,False,,,0.11,14,0.82,wire_transfer,243.81.158.103,D9430131
T100494,2023-09-20T04:55:23.284198,ACC388820,ACC311500,1280.28,deposit,entertainment,Singapore,mobile,False,,,-0.6,11,0.91,UPI,251.235.236.20,D2528449
T100495,2023-04-16T16:06:26.051566,ACC463627,ACC834335,25.16,transfer,online,Tokyo,pos,False,,,-0.46,6,0.9,ACH,221.234.196.93,D2602797
T100496,2023-05-24T16:30:34.351591,ACC351338,ACC265603,48.42,transfer,grocery,London,web,False,,,-1.44,4,1.0,UPI,39.53.166.209,D8565450
T100497,2023-03-02T09:59:26.037393,ACC630647,ACC146803,74.11,payment,retail,London,pos,False,,,0.9,11,0.75,UPI,99.203.19.5,D5204466
T100498,2023-02-12T00:37:14.161548,ACC443000,ACC802855,53.85,payment,other,Singapore,mobile,False,,,-0.71,15,0.14,card,142.82.87.9,D2686363
T100499,2023-03-06T19:35:33.540649,ACC660625,ACC877462,25.25,payment,entertainment,London,mobile,False,,,-0.22,5,0.44,wire_transfer,91.110.17.110,D8416504
T100500,2023-09-13T03:27:47.179433,ACC950931,ACC648273,1608.45,deposit,online,Sydney,pos,False,,,-0.26,13,0.77,card,127.191.122.102,D2533209
T100501,2023-01-06T20:29:48.348214,ACC115267,ACC453492,268.03,withdrawal,travel,Berlin,mobile,False,,,-0.18,6,0.04,ACH,55.167.165.97,D4474885
T100502,2023-12-08T12:42:27.877371,ACC548665,ACC226672,787.31,withdrawal,utilities,London,atm,False,,,0.47,11,0.01,wire_transfer,108.234.112.33,D5671743
T100503,2023-08-26T16:31:05.378776,ACC146073,ACC170601,0.01,withdrawal,online,Sydney,pos,False,,,0.9,18,0.79,card,87.128.48.166,D7519046
T100504,2023-09-06T08:24:30.873939,ACC239388,ACC448176,406.72,withdrawal,restaurant,Singapore,mobile,False,,,2.19,15,0.38,wire_transfer,119.6.119.10,D3081317
T100505,2023-04-24T16:30:50.353830,ACC549312,ACC894029,434.88,withdrawal,travel,New York,web,False,,,0.24,16,0.3,wire_transfer,77.192.104.19,D4994050
T100506,2023-12-04T20:03:50.624960,ACC565280,ACC875165,14.34,transfer,entertainment,Sydney,atm,False,,,-2.73,10,0.75,card,117.169.175.124,D4453043
T100507,2023-07-17T17:22:15.415051,ACC360401,ACC940383,413.67,withdrawal,online,Toronto,web,False,,,-0.36,1,0.06,UPI,251.35.98.26,D3374513
T100508,2023-12-09T15:17:05.471725,ACC196216,ACC282112,902.47,withdrawal,utilities,London,pos,False,,,-0.6,8,0.42,UPI,127.155.146.229,D4378948
T100509,2023-04-10T20:30:01.708107,ACC183902,ACC477048,154.71,payment,online,Tokyo,pos,False,,,1.48,14,0.51,UPI,221.79.246.10,D7399154
T100510,2023-06-06T02:00:00.852122,ACC895720,ACC414815,238.09,withdrawal,entertainment,Sydney,pos,False,,,-0.28,18,0.61,UPI,36.170.69.240,D4283565
T100511,2023-02-26T17:23:10.436375,ACC104383,ACC113457,35.29,transfer,other,Dubai,pos,False,,,0.77,12,0.38,UPI,157.36.209.19,D3088386
T100512,2023-05-22T05:04:33.097089,ACC270249,ACC303663,252.78,payment,grocery,Toronto,pos,False,,,-0.48,14,0.74,wire_transfer,124.244.17.185,D1474058
T100513,2023-09-13T09:50:58.778268,ACC255067,ACC374025,13.08,payment,entertainment,Sydney,web,False,,,-1.37,1,0.12,ACH,47.196.203.41,D9699607
T100514,2023-11-29T16:09:16.319281,ACC273878,ACC970055,41.64,payment,grocery,Sydney,pos,False,,,-0.17,3,0.11,wire_transfer,176.73.137.107,D7676832
T100515,2023-09-13T03:19:07.701009,ACC276578,ACC956046,62.15,payment,retail,London,mobile,False,,,-1.66,17,0.42,UPI,147.220.87.90,D7285607
T100516,2023-03-10T04:51:51.622939,ACC307639,ACC610102,147.64,withdrawal,travel,Singapore,web,False,,,0.51,7,0.26,ACH,209.225.55.85,D2338986
T100517,2023-04-18T11:46:48.459917,ACC230738,ACC390206,1156.6,deposit,restaurant,New York,web,False,,,1.59,16,0.67,UPI,51.4.31.136,D1121243
T100518,2023-08-31T21:13:23.368759,ACC201546,ACC321321,650.37,deposit,online,Sydney,pos,False,,,0.06,11,0.37,UPI,175.161.122.184,D7685239
T100519,2023-05-19T04:05:48.179448,ACC473323,ACC446297,596.61,deposit,retail,Singapore,pos,False,,,-1.36,1,0.6,ACH,143.127.188.231,D8972523
T100520,2023-07-08T19:38:47.955159,ACC297064,ACC103281,13.37,transfer,retail,Toronto,mobile,False,,,-0.32,16,0.4,wire_transfer,41.178.219.243,D2685367
T100521,2023-09-26T09:16:22.902879,ACC736667,ACC304553,571.03,withdrawal,retail,Tokyo,pos,False,,,-0.66,10,0.83,card,239.86.228.59,D9089445
T100522,2023-08-31T03:44:41.594903,ACC355177,ACC321921,305.69,withdrawal,travel,London,pos,False,,,1.23,13,0.77,card,112.131.243.63,D3277614
T100523,2023-12-04T15:10:08.386658,ACC860652,ACC615856,971.9,deposit,restaurant,Berlin,mobile,False,,,1.94,13,0.91,wire_transfer,195.223.119.114,D5346875
T100524,2023-02-12T07:26:38.744764,ACC216793,ACC193469,35.74,transfer,utilities,London,atm,False,,,1.5,19,0.74,ACH,159.31.97.198,D8108481
T100525,2023-04-28T03:04:21.304998,ACC936258,ACC812299,483.77,withdrawal,utilities,London,pos,False,,,-1.98,18,0.85,card,161.74.151.112,D9385800
T100526,2023-09-06T08:37:58.361267,ACC730682,ACC397158,300.7,withdrawal,retail,Toronto,atm,False,,,-0.28,19,0.48,card,110.253.149.192,D1986711
T100527,2023-12-25T12:48:39.188228,ACC260119,ACC968100,93.69,withdrawal,utilities,New York,web,False,,,1.92,13,0.3,UPI,81.11.200.172,D8087324
T100528,2023-09-05T21:23:32.967409,ACC894520,ACC510373,259.64,payment,travel,Sydney,atm,False,,,-0.38,4,0.13,ACH,27.155.234.83,D3307889
T100529,2023-06-11T21:54:05.641795,ACC405221,ACC251857,0.01,withdrawal,utilities,Berlin,mobile,False,,,-1.2,19,0.1,wire_transfer,75.192.218.86,D1945085
T100530,2023-02-05T16:22:41.273295,ACC288358,ACC155021,461.52,deposit,restaurant,Dubai,web,False,,,0.02,13,0.49,UPI,88.192.45.237,D7410589
T100531,2023-04-12T06:53:33.045517,ACC566740,ACC485166,763.44,deposit,travel,London,mobile,False,,,0.5,16,0.64,card,115.11.245.140,D2586340
T100532,2023-10-18T03:27:03.376151,ACC502611,ACC607711,35.92,payment,grocery,Tokyo,mobile,False,,,2.02,18,0.18,wire_transfer,10.201.250.32,D9705716
T100533,2023-11-03T06:22:51.279846,ACC848420,ACC958602,966.98,deposit,utilities,London,web,False,,,0.85,1,0.55,ACH,160.62.20.65,D4459963
T100534,2023-08-27T07:07:50.819848,ACC689820,ACC369232,160.32,deposit,travel,London,atm,False,,,0.6,1,0.25,wire_transfer,23.150.227.71,D9228265
T100535,2023-09-12T09:05:20.728612,ACC469221,ACC735617,30.06,withdrawal,travel,New York,web,False,,,-0.13,7,0.14,card,110.68.110.183,D5653927
T100536,2023-02-17T16:35:27.335795,ACC542514,ACC177971,21.48,transfer,grocery,Dubai,web,False,,,-2.32,14,0.94,UPI,73.104.36.137,D4231751
T100537,2023-09-19T12:32:16.507594,ACC789247,ACC779237,268.01,withdrawal,online,Tokyo,atm,False,,,0.66,13,0.03,UPI,126.39.138.63,D9916589
T100538,2023-02-10T20:30:48.817912,ACC526541,ACC169163,11.15,transfer,travel,Toronto,atm,False,,,1.08,9,0.01,wire_transfer,193.113.193.53,D3072044
T100539,2023-03-07T02:24:24.556394,ACC421440,ACC717429,405.23,payment,travel,Toronto,atm,False,,,1.42,20,0.1,wire_transfer,24.87.162.199,D4031181
T100540,2023-05-07T22:42:52.198676,ACC810737,ACC927061,115.04,payment,other,Tokyo,atm,False,,,-0.61,5,0.14,card,136.27.189.127,D8016965
T100541,2023-09-16T04:27:07.345621,ACC560282,ACC471197,221.1,payment,grocery,Sydney,pos,False,,,-1.46,10,0.64,ACH,44.156.208.160,D2512308
T100542,2023-08-20T17:46:03.798171,ACC865411,ACC351696,450.76,deposit,entertainment,New York,mobile,False,,,-1.1,1,0.96,wire_transfer,217.69.245.254,D9640458
T100543,2023-09-08T22:40:03.105160,ACC658271,ACC831782,896.05,deposit,online,New York,web,False,,,-0.39,14,0.7,card,176.125.21.229,D3827503
T100544,2023-09-04T20:48:51.103110,ACC336001,ACC283305,644.31,deposit,restaurant,Tokyo,atm,False,,,-0.86,12,0.97,card,173.127.60.148,D6019373
T100545,2023-06-26T16:10:20.003221,ACC323415,ACC102342,72.12,payment,utilities,Sydney,mobile,False,,,0.46,20,0.85,UPI,29.182.3.235,D6512184
T100546,2023-04-20T00:33:06.089840,ACC105404,ACC466709,378.86,withdrawal,online,Toronto,mobile,False,,,-0.6,17,0.51,card,78.210.63.249,D1115938
T100547,2023-02-27T16:19:20.311721,ACC362285,ACC337078,193.0,payment,online,Toronto,atm,False,,,0.28,14,0.89,wire_transfer,137.55.224.224,D3715129
T100548,2023-02-22T00:17:59.120781,ACC555040,ACC106092,13.63,transfer,utilities,London,web,False,,,0.97,11,0.9,wire_transfer,82.101.245.136,D2993004
T100549,2023-06-04T09:47:42.097806,ACC619640,ACC938672,52.59,withdrawal,restaurant,Dubai,pos,False,,,0.25,4,0.96,ACH,10.64.79.176,D9388623
T100550,2023-01-06T20:33:53.453741,ACC347993,ACC154567,25.77,transfer,online,New York,pos,False,,,-0.28,14,0.25,UPI,78.95.127.143,D2929715
T100551,2023-11-13T08:06:04.382079,ACC359369,ACC798698,13.12,payment,utilities,Singapore,mobile,False,,,1.12,7,0.99,ACH,76.117.61.67,D7732414
T100552,2023-01-15T06:05:23.785303,ACC253311,ACC547011,1429.58,deposit,utilities,London,mobile,False,,,-0.71,8,0.22,UPI,218.245.31.218,D1866635
T100553,2023-04-22T09:34:49.124431,ACC481237,ACC394184,23.26,transfer,online,Berlin,atm,False,,,0.47,6,0.04,card,26.164.108.146,D8919821
T100554,2023-04-14T01:11:45.372860,ACC205656,ACC551839,745.32,withdrawal,grocery,Singapore,atm,False,,,-0.15,1,0.68,wire_transfer,66.169.184.185,D9872833
T100555,2023-08-10T00:17:34.642416,ACC781834,ACC389351,327.34,withdrawal,online,London,mobile,False,,,0.43,20,0.12,ACH,97.98.228.50,D2256271
T100556,2023-12-11T13:19:32.541297,ACC459554,ACC416120,43.32,payment,utilities,Tokyo,mobile,False,,,0.45,9,0.89,ACH,177.187.229.60,D8316976
T100557,2023-01-26T06:07:35.125956,ACC649205,ACC628345,1085.04,deposit,entertainment,Sydney,web,False,,,1.18,2,0.96,wire_transfer,31.97.203.253,D9933361
T100558,2023-11-14T17:26:24.385000,ACC273558,ACC559008,24.53,payment,online,Dubai,atm,False,,,0.24,7,0.59,ACH,4.233.132.155,D4696630
T100559,2023-04-19T12:08:45.227925,ACC678972,ACC224888,583.39,withdrawal,utilities,New York,web,False,,,0.54,2,0.64,wire_transfer,142.68.138.26,D5177662
T100560,2023-12-28T10:20:15.784972,ACC660563,ACC221828,1898.26,deposit,restaurant,Toronto,atm,False,,,1.96,9,0.72,card,209.150.166.29,D1174620
T100561,2023-10-29T00:38:32.806017,ACC865960,ACC393276,12.44,withdrawal,grocery,New York,mobile,False,,,-0.69,9,0.87,UPI,105.226.112.166,D5509606
T100562,2023-03-17T06:19:38.001721,ACC946969,ACC999910,62.39,payment,entertainment,Singapore,web,False,,,-1.46,3,0.5,UPI,235.94.90.96,D9229532
T100563,2023-12-11T12:47:25.143724,ACC779020,ACC395744,1640.72,deposit,grocery,Tokyo,web,False,,,1.58,20,0.19,UPI,73.36.218.125,D8634038
T100564,2023-11-29T07:59:16.947843,ACC205102,ACC859490,182.32,withdrawal,retail,London,pos,False,,,1.86,2,0.13,UPI,42.137.73.6,D1157641
T100565,2023-12-16T15:43:51.506439,ACC668716,ACC871889,24.72,transfer,travel,Berlin,web,False,,,0.24,19,0.89,UPI,83.157.169.245,D3592303
T100566,2023-03-31T16:45:56.162063,ACC825657,ACC380448,1267.28,deposit,retail,New York,mobile,False,,,1.67,14,0.14,wire_transfer,114.12.116.218,D7465654
T100567,2023-02-24T15:01:05.624186,ACC400780,ACC336856,239.12,payment,travel,Singapore,web,False,,,1.25,8,0.1,card,144.182.39.170,D2985599
T100568,2023-05-12T15:55:23.343666,ACC145452,ACC733870,472.62,withdrawal,entertainment,Dubai,atm,False,,,-0.24,10,0.62,ACH,146.178.53.138,D9376038
T100569,2023-08-30T20:46:11.372762,ACC950100,ACC845859,1123.35,deposit,retail,Tokyo,web,False,,,-0.52,5,0.39,wire_transfer,244.34.57.218,D5672054
T100570,2023-02-23T05:17:24.365724,ACC233730,ACC290706,43.05,payment,restaurant,Toronto,pos,False,,,-2.67,20,0.79,UPI,170.70.125.196,D8023943
T100571,2023-07-21T05:12:42.931250,ACC659699,ACC616530,344.06,withdrawal,online,London,pos,False,,,0.32,3,0.24,ACH,1.104.8.185,D8951164
T100572,2023-12-16T15:42:50.966710,ACC162471,ACC466317,9.55,transfer,entertainment,Sydney,pos,False,,,0.65,14,0.24,ACH,114.28.70.60,D3400426
T100573,2023-05-18T18:33:23.259671,ACC829937,ACC545339,99.24,transfer,retail,London,mobile,False,,,-1.09,20,0.87,UPI,15.75.187.72,D2325287
T100574,2023-03-31T10:36:04.476883,ACC696831,ACC971437,763.45,payment,entertainment,Tokyo,pos,False,,,-0.02,10,0.47,ACH,172.227.6.146,D2866744
T100575,2023-02-27T17:34:23.027651,ACC133679,ACC733521,286.08,withdrawal,entertainment,New York,pos,False,,,-1.55,15,0.55,UPI,132.156.116.216,D3630678
T100576,2023-04-10T07:12:35.450514,ACC646833,ACC495900,445.09,withdrawal,utilities,Dubai,mobile,False,,,-1.45,18,0.61,ACH,39.239.244.160,D7796448
T100577,2023-10-30T03:44:32.045720,ACC157327,ACC942362,15.11,transfer,online,Berlin,atm,False,,,1.16,4,0.08,card,171.14.122.144,D3730666
T100578,2023-07-17T18:08:05.766845,ACC322203,ACC726116,296.07,deposit,grocery,Berlin,web,False,,,0.03,19,0.56,card,247.23.24.161,D2563819
T100579,2023-12-11T09:08:24.283817,ACC473973,ACC888193,26.82,transfer,online,Berlin,atm,False,,,0.42,12,0.97,UPI,49.169.208.51,D9425133
T100580,2023-10-22T21:39:01.291814,ACC124835,ACC715698,391.17,payment,other,New York,atm,False,,,0.65,3,0.95,ACH,118.110.72.82,D9415785
T100581,2023-07-09T09:47:41.946962,ACC738309,ACC783037,15.58,transfer,other,Tokyo,atm,False,,,0.91,12,0.62,wire_transfer,220.20.198.122,D4503428
T100582,2023-12-31T16:48:11.527614,ACC178641,ACC259804,1.91,payment,travel,New York,web,False,,,-2.52,3,0.5,wire_transfer,232.160.86.151,D3709058
T100583,2023-01-26T15:05:51.781310,ACC480977,ACC470533,0.01,deposit,travel,Tokyo,pos,False,,,-0.77,16,0.98,wire_transfer,226.71.63.249,D1664254
T100584,2023-05-14T01:00:56.475865,ACC520415,ACC528902,496.61,withdrawal,other,Toronto,atm,False,,,0.89,15,0.26,wire_transfer,21.29.125.4,D3593123
T100585,2023-11-08T17:48:13.359654,ACC494077,ACC265890,24.56,payment,travel,Berlin,pos,False,,,0.52,3,0.35,UPI,239.238.55.43,D4024485
T100586,2023-09-25T14:22:34.896135,ACC905533,ACC554153,283.33,withdrawal,online,Toronto,mobile,False,,,-0.75,7,0.7,wire_transfer,243.58.142.232,D1642271
T100587,2023-07-19T13:54:41.408401,ACC252582,ACC771315,0.01,withdrawal,restaurant,New York,pos,False,,,1.14,12,0.79,card,242.109.27.108,D1384915
T100588,2023-12-15T14:10:13.017944,ACC543464,ACC382956,10.34,transfer,entertainment,London,web,False,,,-0.06,15,0.87,card,109.132.94.27,D2550906
T100589,2023-11-24T04:49:10.959556,ACC458633,ACC889762,15.45,transfer,entertainment,Berlin,atm,False,,,0.41,16,0.48,UPI,82.223.181.199,D1166623
T100590,2023-07-25T12:33:28.646135,ACC308205,ACC181588,382.29,withdrawal,restaurant,Toronto,mobile,False,,,1.85,16,0.86,ACH,58.208.134.1,D8559125
T100591,2023-12-11T11:30:57.624707,ACC765104,ACC571155,1124.65,deposit,retail,Berlin,web,False,,,-1.41,18,0.77,UPI,193.110.178.107,D4207115
T100592,2023-12-22T10:28:54.714859,ACC115069,ACC488241,13.36,transfer,retail,Sydney,atm,False,,,-0.45,15,0.41,card,180.180.218.171,D2902200
T100593,2023-12-05T16:48:57.614003,ACC549192,ACC491246,307.79,withdrawal,entertainment,Dubai,pos,False,,,-1.37,14,0.63,wire_transfer,50.44.53.45,D1275590
T100594,2023-08-14T11:26:27.078756,ACC208711,ACC620518,1151.96,deposit,other,New York,atm,False,,,0.41,18,0.38,UPI,100.240.63.179,D8783741
T100595,2023-06-01T13:18:30.029466,ACC838024,ACC922749,105.21,payment,retail,Toronto,web,False,,,1.68,9,0.88,wire_transfer,135.157.212.123,D1069752
T100596,2023-11-26T02:38:25.219263,ACC134261,ACC116284,948.25,deposit,entertainment,Toronto,atm,False,,,0.62,14,0.24,wire_transfer,200.98.201.26,D8199144
T100597,2023-02-17T20:54:18.965628,ACC509376,ACC863481,364.15,withdrawal,online,Toronto,web,False,,,1.14,8,0.1,UPI,64.60.200.133,D3668469
T100598,2023-12-13T12:36:52.779100,ACC197784,ACC197795,1497.17,deposit,online,New York,web,False,,,-0.92,3,0.57,card,12.66.232.183,D4129876
T100599,2023-03-29T18:57:49.340911,ACC411345,ACC303244,236.34,withdrawal,online,Sydney,mobile,False,,,-0.85,3,0.93,wire_transfer,11.52.56.235,D3058301
T100600,2023-02-09T10:59:29.341774,ACC374721,ACC289401,1694.65,deposit,travel,Singapore,atm,False,,,-0.9,1,0.41,ACH,249.39.107.214,D7295723
T100601,2023-11-22T13:53:25.587468,ACC572780,ACC947825,263.15,withdrawal,entertainment,Sydney,mobile,False,,,0.74,19,0.63,ACH,16.60.175.177,D9118679
T100602,2023-12-30T22:27:52.513390,ACC673028,ACC105258,307.28,withdrawal,grocery,London,web,False,,,-1.18,5,0.22,card,186.58.111.15,D6495204
T100603,2023-02-20T15:49:46.483663,ACC863094,ACC825196,437.32,withdrawal,grocery,Sydney,pos,False,,,-0.27,3,0.35,ACH,150.239.253.223,D9600949
T100604,2023-12-12T15:59:17.206522,ACC362241,ACC281361,11.72,withdrawal,grocery,Dubai,mobile,False,,,0.34,16,0.43,wire_transfer,228.216.139.163,D2804542
T100605,2023-08-11T04:54:35.622104,ACC309422,ACC694691,13.33,transfer,restaurant,London,pos,False,,,0.59,2,0.96,ACH,129.209.150.180,D7682477
T100606,2023-01-12T03:16:26.274764,ACC948340,ACC438355,139.31,payment,entertainment,Toronto,web,False,,,0.21,5,0.78,card,62.4.163.5,D6517512
T100607,2023-03-20T18:38:47.258904,ACC933868,ACC437181,632.5,withdrawal,travel,Dubai,atm,False,,,0.94,17,0.22,ACH,142.38.215.222,D6331518
T100608,2023-10-25T03:20:08.144302,ACC306698,ACC152072,114.79,payment,other,New York,atm,False,,,0.8,20,0.33,UPI,196.121.10.145,D1299243
T100609,2023-08-24T16:31:10.165884,ACC104872,ACC584202,16.71,transfer,entertainment,Dubai,mobile,False,,,0.75,11,0.64,card,35.240.48.212,D6049913
T100610,2023-04-11T17:08:24.954026,ACC519791,ACC183641,19.73,transfer,other,New York,pos,False,,,-0.36,4,0.84,wire_transfer,52.14.114.24,D1174416
T100611,2023-02-21T01:18:48.776577,ACC820999,ACC859434,56.89,payment,utilities,Tokyo,mobile,False,,,-1.04,12,0.82,ACH,2.26.132.22,D2858975
T100612,2023-01-18T21:30:34.908226,ACC178687,ACC376537,8.98,transfer,online,Sydney,web,False,,,-0.44,11,0.86,ACH,211.228.62.123,D9018281
T100613,2023-08-30T16:42:58.411745,ACC437548,ACC910175,55.52,payment,utilities,London,atm,False,,,-0.25,3,0.35,wire_transfer,124.105.39.38,D9298107
T100614,2023-01-22T23:56:17.856158,ACC803069,ACC326634,81.99,payment,online,Berlin,pos,False,,,-0.99,17,0.51,card,160.159.232.78,D9464296
T100615,2023-02-08T17:35:08.744352,ACC329412,ACC481308,142.85,payment,other,Berlin,pos,False,,,1.55,3,0.28,ACH,84.157.52.75,D8733526
T100616,2023-11-17T18:28:44.505334,ACC215552,ACC352248,0.01,deposit,other,Tokyo,atm,False,,,-1.22,12,0.27,card,43.181.220.108,D3526985
T100617,2023-05-26T10:05:21.446206,ACC632599,ACC449951,1367.85,deposit,other,Sydney,atm,False,,,0.18,2,0.65,card,216.99.150.96,D7756052
T100618,2023-03-06T19:24:40.016860,ACC655286,ACC736955,80.63,payment,online,London,mobile,False,,,0.68,2,0.9,ACH,136.122.33.51,D5621443
T100619,2023-03-25T10:50:00.736023,ACC833491,ACC850595,157.74,payment,online,Dubai,mobile,False,,,-0.18,9,0.5,ACH,87.104.177.147,D5831479
T100620,2023-09-25T23:48:31.291209,ACC294069,ACC627685,0.54,payment,grocery,Berlin,web,False,,,-0.25,11,0.9,wire_transfer,72.6.242.219,D6604498
T100621,2023-01-08T22:26:35.468555,ACC180716,ACC279018,1019.39,deposit,restaurant,Singapore,mobile,False,,,-0.55,8,0.47,UPI,23.8.148.116,D9812554
T100622,2023-07-03T19:33:47.104397,ACC912915,ACC198471,484.13,deposit,grocery,Toronto,pos,False,,,-0.29,9,0.66,UPI,129.186.234.6,D6916088
T100623,2023-04-21T07:56:02.859383,ACC642985,ACC912149,209.24,payment,travel,Sydney,mobile,False,,,-3.01,14,0.86,ACH,72.182.254.15,D5099811
T100624,2023-07-31T17:38:15.492927,ACC551643,ACC476879,468.92,withdrawal,travel,Berlin,pos,False,,,2.0,18,0.9,card,230.89.135.178,D6556541
T100625,2023-05-24T06:23:23.050686,ACC389666,ACC424348,98.93,withdrawal,retail,Toronto,mobile,False,,,-0.44,15,0.57,UPI,177.147.56.4,D9370606
T100626,2023-12-05T14:33:40.851084,ACC588969,ACC813999,313.79,withdrawal,grocery,Tokyo,atm,False,,,-0.43,1,0.45,UPI,111.144.63.27,D9193429
T100627,2023-04-23T03:59:46.847858,ACC469366,ACC792325,1044.15,deposit,retail,Sydney,web,False,,,1.74,10,0.79,wire_transfer,79.44.138.73,D4300538
T100628,2023-06-07T18:45:53.518615,ACC404928,ACC329489,1068.95,deposit,other,Toronto,web,False,,,-2.31,4,0.89,UPI,154.159.88.223,D6410314
T100629,2023-10-21T18:22:15.558148,ACC816514,ACC904950,289.27,withdrawal,grocery,Tokyo,pos,False,,,1.22,10,0.3,ACH,152.236.93.192,D8329845
T100630,2023-02-05T17:19:49.935374,ACC563367,ACC827851,16.6,transfer,restaurant,Singapore,atm,False,,,-2.5,15,0.03,UPI,13.215.45.71,D6073262
T100631,2023-10-15T20:53:49.202778,ACC637087,ACC491235,556.96,withdrawal,grocery,New York,pos,False,,,0.53,13,0.67,ACH,236.235.27.43,D1917592
T100632,2023-04-10T10:43:53.905163,ACC212248,ACC449682,1007.77,deposit,grocery,Singapore,atm,False,,,0.96,17,0.74,card,27.104.73.253,D3288458
T100633,2023-03-24T11:14:30.451301,ACC770740,ACC993654,41.24,withdrawal,grocery,Sydney,mobile,False,,,0.92,20,0.69,UPI,58.34.0.78,D3030620
T100634,2023-07-10T00:38:44.282827,ACC314217,ACC208639,305.93,payment,retail,Singapore,pos,False,,,0.75,16,0.98,card,120.133.224.63,D8253691
T100635,2023-02-23T09:07:05.554054,ACC293785,ACC248568,56.22,withdrawal,entertainment,Berlin,pos,False,,,-0.38,10,0.29,UPI,51.252.188.140,D7563066
T100636,2023-05-21T22:47:24.397887,ACC586501,ACC537147,298.9,payment,entertainment,New York,atm,False,,,0.72,19,0.3,UPI,227.21.181.71,D8850178
